Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5552.35406256069,3023.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,6106.547354004293,3494.0
SSF_Iberia,2024-09-30,23 2,f.1000 - 1500,3389.375226866641,2440.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4292.389754856909,2297.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4487.462163523192,2195.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,6875.396396798917,3464.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,7244.926958155102,3517.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5074.962200742519,2497.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4706.208418083418,2400.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4637.649391300463,2625.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4984.688331882841,2499.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5890.4963908864365,2978.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5779.34951860246,3098.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4348.575444392098,1901.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5455.406840718244,2982.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,5291.78745161293,2707.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5484.252879340382,2980.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1518.6248271611594,661.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,6013.120049139872,3498.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,3930.0021671526033,2579.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5031.39544553387,2609.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4924.820508769163,2591.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,6260.217965118141,3422.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5346.232519219926,2890.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,2314.870742360453,1197.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5975.731490303925,3090.0
SSF_Iberia,2024-09-30,24 1,d.600 - 800,1659.224899772394,2599.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,5084.735783502028,2968.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4555.199772200485,2292.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4545.927637443862,2437.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,3630.665338644039,1829.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4519.95901706021,2295.0
SSF_Iberia,2024-09-30,23 4,e.800 - 1000,1777.4243601765345,2076.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4577.59783277336,2695.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4495.190934431716,2289.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3052.271334097908,2314.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,4616.018855638221,3478.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,4011.116959892368,3308.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,2212.294630670728,2237.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3844.778423624619,3661.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3647.084084550723,2613.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,4043.2369719185367,2977.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2862.469888723037,2521.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3186.5333493980565,3149.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3402.445562763916,2558.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3730.943422218322,2984.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3502.6668773445017,3442.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,6503.8892449148125,3914.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2465.532090746726,1792.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,5007.203340424963,2794.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,6269.758752984976,4838.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2569.8127110936603,1962.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,3238.046457216347,2819.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,3230.212340950673,2110.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,5071.523942183558,5320.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,1872.489168370527,1328.0
